web-scraper-order,web-scraper-start-url,featured,featured-href,recommended,recommended-href
"1523060483-559","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","Adding a Color Matte to a Premiere Sequence
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=PC8GZLi7d7o"
"1523060483-550","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","How to Create a Perfectly White Background in Premiere Pro
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Tpe_bEvfd90"
"1523060488-603","https://www.youtube.com/user/TheYoungTurks/videos","Judge Rules Mass Shooter Fanboy OK To Buy Guns","https://www.youtube.com/watch?v=Gr0KVzcIqVM","Open Carry Laws Aren’t For Black People
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=FneVxGLF1zU"
"1523060480-535","https://www.youtube.com/user/TheYoungTurks/videos","Kushner Bragged About Sinclair Deal For Pro-Trump Coverage","https://www.youtube.com/watch?v=tzF1X57oTX8","President Donald Trump Doubles Down On Trade War & China Vows To Fight Back | Morning Joe | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=VEjDsAnupB8"
"1523060518-837","https://www.youtube.com/user/TheYoungTurks/videos","NRA Spews Propaganda After YouTube Shooting","https://www.youtube.com/watch?v=3k8LK0wpHzs","Immigration Courts: Last Week Tonight with John Oliver (HBO)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=9fB0GBwJ2QA"
"1523060523-868","https://www.youtube.com/user/TheYoungTurks/videos","The Most Horrifying Artificial Insemination Story EVER","https://www.youtube.com/watch?v=xjQ9D9uCPjw","JRE MMA Show #21 with Brendan Schaub
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=SsR9ohalUp0"
"1523060525-894","https://www.youtube.com/user/TheYoungTurks/videos","Why Christians Wouldn’t Care If Trump Paid For Abortions","https://www.youtube.com/watch?v=2AbX8KNVOKI","Trump Traveling to Peru, Female Indiana Jones - Monologue
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=JhkR1KoECdY"
"1523060501-700","https://www.youtube.com/user/TheYoungTurks/videos","Alison Hartson Ad EXPOSES Dianne Feinstein","https://www.youtube.com/watch?v=mfUQjmQ8Ck0","The day that shaped Dianne Feinstein
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=M4-vjp6crKk"
"1523060493-638","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","Shadow of War Ditches Microtransactions + Spyro Return Confirmed? + Chrono Trigger Getting FIXED
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=wZDDYsErymg"
"1523060496-658","https://www.youtube.com/user/TheYoungTurks/videos","DEA Arrests Pill-Pushing Pharmacists","https://www.youtube.com/watch?v=pMiqlgdcpb0","Police Testify AGAINST Fellow Officer In Shooting
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=pOqdjwRdprc"
"1523060548-1072","https://www.youtube.com/user/TheYoungTurks/videos","Rep. Blake Farenthold Resigns Amid Sexual Harassment Scandal","https://www.youtube.com/watch?v=9e4B1AbMOko","Michael Avenatti Reacts To Mueller/Cohen News, Trump's Stormy Comments | The Last Word | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=xukWkOv4a-w"
"1523060545-1063","https://www.youtube.com/user/TheYoungTurks/videos","EXPOSED: Billionaire Bigots Spreading Anti-Muslim Propaganda","https://www.youtube.com/watch?v=6kaoC2eP6Vc","How to Color Correct in Adobe Premiere Pro CC 2017 (Basic Correction + Lumetri Scopes Tutorial)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0VDbf9VsZ88"
"1523060538-986","https://www.youtube.com/user/TheYoungTurks/videos","Ted Cruz Gets Owned By EPIC Question","https://www.youtube.com/watch?v=f8enlSLorhM","Cuomo presses Ted Cruz on his name change
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=H6KcFXYkASc"
"1523060496-663","https://www.youtube.com/user/TheYoungTurks/videos","DEA Arrests Pill-Pushing Pharmacists","https://www.youtube.com/watch?v=pMiqlgdcpb0","'Married With Children' Means Something Way Different In Tennessee
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=_3wzDSI_-j8"
"1523060508-759","https://www.youtube.com/user/TheYoungTurks/videos","What MLK Was Working On Before His Death","https://www.youtube.com/watch?v=tD6RzBeicKI","ATF Agents Interview Family Of YouTube Shooter
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=5P-4Tgn1UZM"
"1523060513-791","https://www.youtube.com/user/TheYoungTurks/videos","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave","https://www.youtube.com/watch?v=YqUmE7U-lNE","Another Big Progressive Win In President Donald Trump Country | The Last Word | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0BKrW7CdyI4"
"1523060513-805","https://www.youtube.com/user/TheYoungTurks/videos","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave","https://www.youtube.com/watch?v=YqUmE7U-lNE","How to Create Animated Mattes in Adobe Premiere Pro
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=cX7ubSkvGi4"
"1523060488-588","https://www.youtube.com/user/TheYoungTurks/videos","Judge Rules Mass Shooter Fanboy OK To Buy Guns","https://www.youtube.com/watch?v=Gr0KVzcIqVM","Guns Explained With Cats
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=WxwPcUh97oc"
"1523060533-962","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","Alex Jones (FULL SHOW) Thursday 4/5/18: News, Calls, Headlines, Roger Stone, Jon Rappoport
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=9GAYm9Y4R9w"
"1523060493-645","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","Adding a Color Matte to a Premiere Sequence
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=PC8GZLi7d7o"
"1523060496-653","https://www.youtube.com/user/TheYoungTurks/videos","DEA Arrests Pill-Pushing Pharmacists","https://www.youtube.com/watch?v=pMiqlgdcpb0","Judge Rules Mass Shooter Fanboy OK To Buy Guns
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Gr0KVzcIqVM"
"1523060493-628","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","Why Women Of Color Are Trying To Get Out Of The United States (HBO)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=jhQI4w1eV80"
"1523060543-1027","https://www.youtube.com/user/TheYoungTurks/videos","Sinclair Gets Creative On How They Screw You Over","https://www.youtube.com/watch?v=cdzaxoGrd0k","How to make animated LOWER THIRDS titles in Adobe Premiere Pro (CC 2017 Tutorial) (No After Effects)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=OMp7HrAtRXc"
"1523060513-790","https://www.youtube.com/user/TheYoungTurks/videos","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave","https://www.youtube.com/watch?v=YqUmE7U-lNE","Trump Sends National Guard to the Border, Attacks Amazon: A Closer Look
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=t8yUKzMnlFU"
"1523060498-674","https://www.youtube.com/user/TheYoungTurks/videos","Trump Eyeing Up His Next Firing Victim","https://www.youtube.com/watch?v=BgACVXAljAc","How to make animated LOWER THIRDS titles in Adobe Premiere Pro (CC 2017 Tutorial) (No After Effects)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=OMp7HrAtRXc"
"1523060545-1060","https://www.youtube.com/user/TheYoungTurks/videos","EXPOSED: Billionaire Bigots Spreading Anti-Muslim Propaganda","https://www.youtube.com/watch?v=6kaoC2eP6Vc","How to make TEXT POP-IN screen while talking? Premiere Pro tutorial
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7kQJifNIa1U"
"1523060485-568","https://www.youtube.com/user/TheYoungTurks/videos","Trump Deploying Military To Mexican Border Because He Saw It On Fox News","https://www.youtube.com/watch?v=LQI2YInFMAk","Trump orders National Guard troops to border
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=BV9knzayzqk"
"1523060483-565","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","New Cancer Treatment Is Incredibly Effective
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=VRwiJenFJb4"
"1523060518-832","https://www.youtube.com/user/TheYoungTurks/videos","NRA Spews Propaganda After YouTube Shooting","https://www.youtube.com/watch?v=3k8LK0wpHzs","Oklahoma Teachers Show You Exactly Why They're Walking Out
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=y98i2MgNzus"
"1523060513-789","https://www.youtube.com/user/TheYoungTurks/videos","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave","https://www.youtube.com/watch?v=YqUmE7U-lNE","Here's What Americans Think Of President Trump's First Year In Office | Think | NBC News
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=baNoCSIuWMs"
"1523060528-906","https://www.youtube.com/user/TheYoungTurks/videos","CORRECTION: Pulse Shooter Wasn't Gay, Just Regular Terrorist","https://www.youtube.com/watch?v=vFCAFZGsGYs","Alex Jones Blames YouTube Shooting On YouTube
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=wWn0YFBo-og"
"1523060508-762","https://www.youtube.com/user/TheYoungTurks/videos","What MLK Was Working On Before His Death","https://www.youtube.com/watch?v=tD6RzBeicKI","The Segregated City
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=dAxR-QtWe68"
"1523060525-903","https://www.youtube.com/user/TheYoungTurks/videos","Why Christians Wouldn’t Care If Trump Paid For Abortions","https://www.youtube.com/watch?v=2AbX8KNVOKI","How To Create a Clean Cinematic Title Animation in Premiere Pro (Tutorial)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0ZcyLet8h_4"
"1523060480-529","https://www.youtube.com/user/TheYoungTurks/videos","Kushner Bragged About Sinclair Deal For Pro-Trump Coverage","https://www.youtube.com/watch?v=tzF1X57oTX8","Roseanne Barr on Supporting Donald Trump
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=1BMhKFNoG94"
"1523060488-593","https://www.youtube.com/user/TheYoungTurks/videos","Judge Rules Mass Shooter Fanboy OK To Buy Guns","https://www.youtube.com/watch?v=Gr0KVzcIqVM","Gun Gripes #154: H.R. 5103, They Want to Tax Guns To Death
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=k_q0WLbOrIU"
"1523060538-998","https://www.youtube.com/user/TheYoungTurks/videos","Ted Cruz Gets Owned By EPIC Question","https://www.youtube.com/watch?v=f8enlSLorhM","How to make animated LOWER THIRDS titles in Adobe Premiere Pro (CC 2017 Tutorial) (No After Effects)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=OMp7HrAtRXc"
"1523060543-1038","https://www.youtube.com/user/TheYoungTurks/videos","Sinclair Gets Creative On How They Screw You Over","https://www.youtube.com/watch?v=cdzaxoGrd0k","Roseanne Barr on Supporting Donald Trump
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=1BMhKFNoG94"
"1523060531-934","https://www.youtube.com/user/TheYoungTurks/videos","Scott Pruitt ANNIHILATED By... Fox News???","https://www.youtube.com/watch?v=Py_SZt9el_E","Trump Breaks Silence on Stormy Daniels as Russia Probe Heats Up: A Closer Look
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=iaoD6pfFuTo"
"1523060480-539","https://www.youtube.com/user/TheYoungTurks/videos","Kushner Bragged About Sinclair Deal For Pro-Trump Coverage","https://www.youtube.com/watch?v=tzF1X57oTX8","Sinclair Issues Employee Gag Order After Trump Propaganda Scandal
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=KNdFBDz0B3g"
"1523060516-817","https://www.youtube.com/user/TheYoungTurks/videos","New Details Emerge On Youtube Shooter's Motives","https://www.youtube.com/watch?v=X_9LCZPLhrU","Youtube shooter aired grievances against company online
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=EdpFAV8dC9Y"
"1523060528-920","https://www.youtube.com/user/TheYoungTurks/videos","CORRECTION: Pulse Shooter Wasn't Gay, Just Regular Terrorist","https://www.youtube.com/watch?v=vFCAFZGsGYs","Channel Awesome Document Reading | Down the Rabbit Hole Livestream
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=2yIjg17A6Oo"
"1523060545-1046","https://www.youtube.com/user/TheYoungTurks/videos","EXPOSED: Billionaire Bigots Spreading Anti-Muslim Propaganda","https://www.youtube.com/watch?v=6kaoC2eP6Vc","Joe Rogan on Cenk Uygur & The Young Turks
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=RmhGsMkqJJ4"
"1523060540-1015","https://www.youtube.com/user/TheYoungTurks/videos","Establishment's PATHETIC Attack On Bernie Sanders","https://www.youtube.com/watch?v=_CK_z0UhaQk","EXPOSED: Billionaire Bigots Spreading Anti-Muslim Propaganda
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=6kaoC2eP6Vc"
"1523060480-534","https://www.youtube.com/user/TheYoungTurks/videos","Kushner Bragged About Sinclair Deal For Pro-Trump Coverage","https://www.youtube.com/watch?v=tzF1X57oTX8","How to Color Correct in Adobe Premiere Pro CC 2017 (Basic Correction + Lumetri Scopes Tutorial)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0VDbf9VsZ88"
"1523060511-778","https://www.youtube.com/user/TheYoungTurks/videos","How Close Is America To Realizing MLK's Dream?","https://www.youtube.com/watch?v=0x76GbrZGjg","By Denying Porn Star Payment, Donald Trump May Ruin His Own NDA | The Beat With Ari Melber | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Zg6NHtJEu3Y"
"1523060483-563","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","LEAK: Trump Treats Secret Service ""Like Servants""
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7C1f3I0h_Fo"
"1523060506-739","https://www.youtube.com/user/TheYoungTurks/videos","Alexandria Ocasio-Cortez Takes On Corporate Democrat Joe Crowley","https://www.youtube.com/watch?v=ORkJDZLIIKs","Ceremony marks 50th anniversary of MLK assassination
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=YhxERkQCJMU"
"1523060483-564","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","#1 Trump Leaker EXPOSED
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=6WVNtQB5FPs"
"1523060496-651","https://www.youtube.com/user/TheYoungTurks/videos","DEA Arrests Pill-Pushing Pharmacists","https://www.youtube.com/watch?v=pMiqlgdcpb0","Man Gets Life In Prison For Loaning His Car
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Q-PLKwJX9-8"
"1523060521-853","https://www.youtube.com/user/TheYoungTurks/videos","Oklahoma Teachers Show You Exactly Why They're Walking Out","https://www.youtube.com/watch?v=y98i2MgNzus","Oklahoma teacher strike continues in school funding fight
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=aENaJdG89Io"
"1523060540-1007","https://www.youtube.com/user/TheYoungTurks/videos","Establishment's PATHETIC Attack On Bernie Sanders","https://www.youtube.com/watch?v=_CK_z0UhaQk","The Most Uncomfortable Celeb Interviews Ever
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=IglDs4i4No4"
"1523060506-740","https://www.youtube.com/user/TheYoungTurks/videos","Alexandria Ocasio-Cortez Takes On Corporate Democrat Joe Crowley","https://www.youtube.com/watch?v=ORkJDZLIIKs","Why is Everyone Leaving the Left?
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=mdvMt2Orv6k"
"1523060493-640","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","How to Create Animated Mattes in Adobe Premiere Pro
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=cX7ubSkvGi4"
"1523060540-1008","https://www.youtube.com/user/TheYoungTurks/videos","Establishment's PATHETIC Attack On Bernie Sanders","https://www.youtube.com/watch?v=_CK_z0UhaQk","CNN Pundit Loses His Mind: ‘Bernie 2020 Died Today’
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=HXt0BP35nv0"
"1523060535-979","https://www.youtube.com/user/TheYoungTurks/videos","Tucker Carlson: What About Toxic Femininity Though?","https://www.youtube.com/watch?v=HbiV3qujCtc","How to make TEXT POP-IN screen while talking? Premiere Pro tutorial
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7kQJifNIa1U"
"1523060535-980","https://www.youtube.com/user/TheYoungTurks/videos","Tucker Carlson: What About Toxic Femininity Though?","https://www.youtube.com/watch?v=HbiV3qujCtc","Trump breaks his silence on Stormy Daniels
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=-0QvjiG4sYM"
"1523060511-777","https://www.youtube.com/user/TheYoungTurks/videos","How Close Is America To Realizing MLK's Dream?","https://www.youtube.com/watch?v=0x76GbrZGjg","Civil rights icons remember MLK 50 years later
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=6jKtQAH7eLU"
"1523060485-585","https://www.youtube.com/user/TheYoungTurks/videos","Trump Deploying Military To Mexican Border Because He Saw It On Fox News","https://www.youtube.com/watch?v=LQI2YInFMAk","White Supremacy World With Tucker Carlson
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0m6Xz6s0EdI"
"1523060535-971","https://www.youtube.com/user/TheYoungTurks/videos","Tucker Carlson: What About Toxic Femininity Though?","https://www.youtube.com/watch?v=HbiV3qujCtc","How to Create Animated Mattes in Adobe Premiere Pro
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=cX7ubSkvGi4"
"1523060488-586","https://www.youtube.com/user/TheYoungTurks/videos","Judge Rules Mass Shooter Fanboy OK To Buy Guns","https://www.youtube.com/watch?v=Gr0KVzcIqVM","Youtube shooter aired grievances against company online
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=EdpFAV8dC9Y"
"1523060498-682","https://www.youtube.com/user/TheYoungTurks/videos","Trump Eyeing Up His Next Firing Victim","https://www.youtube.com/watch?v=BgACVXAljAc","How to make TEXT POP-IN screen while talking? Premiere Pro tutorial
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7kQJifNIa1U"
"1523060490-617","https://www.youtube.com/user/TheYoungTurks/videos","Shooting at YouTube HQ","https://www.youtube.com/watch?v=p1CjWuWQPNA","Charles Barkley 'disgusted' with Trump presidency
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=pMurBQuBU2w"
"1523060533-956","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","How to make animated LOWER THIRDS titles in Adobe Premiere Pro (CC 2017 Tutorial) (No After Effects)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=OMp7HrAtRXc"
"1523060518-831","https://www.youtube.com/user/TheYoungTurks/videos","NRA Spews Propaganda After YouTube Shooting","https://www.youtube.com/watch?v=3k8LK0wpHzs","Joe Rogan - Gun Control Propaganda?
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=5_Y5VPicAtk"
"1523060493-639","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","How To Create a Clean Cinematic Title Animation in Premiere Pro (Tutorial)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0ZcyLet8h_4"
"1523060490-607","https://www.youtube.com/user/TheYoungTurks/videos","Shooting at YouTube HQ","https://www.youtube.com/watch?v=p1CjWuWQPNA","Youtube shooter aired grievances against company online
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=EdpFAV8dC9Y"
"1523060513-801","https://www.youtube.com/user/TheYoungTurks/videos","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave","https://www.youtube.com/watch?v=YqUmE7U-lNE","Cooper to Trump: Plunder went out with Genghis Khan
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=owZID-AdWeY"
"1523060518-828","https://www.youtube.com/user/TheYoungTurks/videos","NRA Spews Propaganda After YouTube Shooting","https://www.youtube.com/watch?v=3k8LK0wpHzs","Shooting survivor confronts NRA spokesperson Dana Loesch
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=4AtOU0dDXv8"
"1523060496-646","https://www.youtube.com/user/TheYoungTurks/videos","DEA Arrests Pill-Pushing Pharmacists","https://www.youtube.com/watch?v=pMiqlgdcpb0","How Truth Lost Its Meaning In Trump's America: VICE on HBO, Full Episode
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=-dB_W38mCRM"
"1523060535-976","https://www.youtube.com/user/TheYoungTurks/videos","Tucker Carlson: What About Toxic Femininity Though?","https://www.youtube.com/watch?v=HbiV3qujCtc","The Young Turks 04.02.18: Condom Challenge, Trump Easter Rant, and Shulkin Fired
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=D3ZJqtFrYxQ"
"1523060540-1010","https://www.youtube.com/user/TheYoungTurks/videos","Establishment's PATHETIC Attack On Bernie Sanders","https://www.youtube.com/watch?v=_CK_z0UhaQk","Lewandowski to Democrats: I'm not answering your 'f---ing' questions
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=acelz-5_KJ0"
"1523060516-825","https://www.youtube.com/user/TheYoungTurks/videos","New Details Emerge On Youtube Shooter's Motives","https://www.youtube.com/watch?v=X_9LCZPLhrU","YouTube HQ Shooting Female Suspect Was ‘Angry’ At Company | TODAY
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=umDYDdC3CHA"
"1523060533-955","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","Trump Breaks Silence on Stormy Daniels as Russia Probe Heats Up: A Closer Look
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=iaoD6pfFuTo"
"1523060483-556","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","Donating Money To Attractive Twitch Streamers
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=nRkwuTOESCc"
"1523060511-768","https://www.youtube.com/user/TheYoungTurks/videos","How Close Is America To Realizing MLK's Dream?","https://www.youtube.com/watch?v=0x76GbrZGjg","On Contact: The Coming Collapse of the American Economic System with Richard Wolff
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0i1T72jfoWA"
"1523060533-953","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","Iranians React to YouTube Shooter's Motivations
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=wZgbXLw1v_8"
"1523060511-785","https://www.youtube.com/user/TheYoungTurks/videos","How Close Is America To Realizing MLK's Dream?","https://www.youtube.com/watch?v=0x76GbrZGjg","Teacher Strikes Spreading Like WILDFIRE
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=74t7bGbSaeA"
"1523060538-994","https://www.youtube.com/user/TheYoungTurks/videos","Ted Cruz Gets Owned By EPIC Question","https://www.youtube.com/watch?v=f8enlSLorhM","EXCLUSIVE: Alex Jones' Ex-Wife Tells All, Conspiracies, Fake Supplements
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=ebByb9JJgJg"
"1523060543-1032","https://www.youtube.com/user/TheYoungTurks/videos","Sinclair Gets Creative On How They Screw You Over","https://www.youtube.com/watch?v=cdzaxoGrd0k","EXPOSED: Billionaire Bigots Spreading Anti-Muslim Propaganda
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=6kaoC2eP6Vc"
"1523060513-794","https://www.youtube.com/user/TheYoungTurks/videos","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave","https://www.youtube.com/watch?v=YqUmE7U-lNE","South Park Creators Come Out as Republicans
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=dZDrOycStWo"
"1523060545-1054","https://www.youtube.com/user/TheYoungTurks/videos","EXPOSED: Billionaire Bigots Spreading Anti-Muslim Propaganda","https://www.youtube.com/watch?v=6kaoC2eP6Vc","How To Create a Clean Cinematic Title Animation in Premiere Pro (Tutorial)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0ZcyLet8h_4"
"1523060478-522","https://www.youtube.com/user/TheYoungTurks/videos","Howard Kurtz Scolds Reporter For Insufficient Politeness To Trump","https://www.youtube.com/watch?v=xqP6iwHlMu0","Far Cry 5 Confuses SJWs Because Conservatives Aren't Monsters
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=5Gg6F7V0HDA"
